STATISTIC Label,Year,Age Group,Sex,UNIT,VALUE
Population Estimates (Persons in April),2011,45 - 49 years,Both sexes,Thousand,304
Population Estimates (Persons in April),2011,45 - 49 years,Male,Thousand,151
Population Estimates (Persons in April),2011,45 - 49 years,Female,Thousand,153
Population Estimates (Persons in April),2011,45 - 64 years,Both sexes,Thousand,1038
Population Estimates (Persons in April),2011,45 - 64 years,Male,Thousand,519
Population Estimates (Persons in April),2011,45 - 64 years,Female,Thousand,520
Population Estimates (Persons in April),2011,50 - 54 years,Both sexes,Thousand,274
Population Estimates (Persons in April),2011,50 - 54 years,Male,Thousand,137
Population Estimates (Persons in April),2011,50 - 54 years,Female,Thousand,137
Population Estimates (Persons in April),2011,55 - 59 years,Both sexes,Thousand,243
Population Estimates (Persons in April),2011,55 - 59 years,Male,Thousand,122
Population Estimates (Persons in April),2011,55 - 59 years,Female,Thousand,122
Population Estimates (Persons in April),2011,60 - 64 years,Both sexes,Thousand,217
Population Estimates (Persons in April),2011,60 - 64 years,Male,Thousand,109
Population Estimates (Persons in April),2011,60 - 64 years,Female,Thousand,108
Population Estimates (Persons in April),2011,65 - 69 years,Both sexes,Thousand,172
Population Estimates (Persons in April),2011,65 - 69 years,Male,Thousand,86
Population Estimates (Persons in April),2011,65 - 69 years,Female,Thousand,87
Population Estimates (Persons in April),2011,65 years and over,Both sexes,Thousand,532
Population Estimates (Persons in April),2011,65 years and over,Male,Thousand,242
Population Estimates (Persons in April),2011,65 years and over,Female,Thousand,290
Population Estimates (Persons in April),2011,70 - 74 years,Both sexes,Thousand,130
Population Estimates (Persons in April),2011,70 - 74 years,Male,Thousand,63
Population Estimates (Persons in April),2011,70 - 74 years,Female,Thousand,67
Population Estimates (Persons in April),2011,75 - 79 years,Both sexes,Thousand,101
Population Estimates (Persons in April),2011,75 - 79 years,Male,Thousand,46
Population Estimates (Persons in April),2011,75 - 79 years,Female,Thousand,55
Population Estimates (Persons in April),2011,80 - 84 years,Both sexes,Thousand,70
Population Estimates (Persons in April),2011,80 - 84 years,Male,Thousand,28
Population Estimates (Persons in April),2011,80 - 84 years,Female,Thousand,42
Population Estimates (Persons in April),2011,85 years and over,Both sexes,Thousand,58
Population Estimates (Persons in April),2011,85 years and over,Male,Thousand,18
Population Estimates (Persons in April),2011,85 years and over,Female,Thousand,40
Population Estimates (Persons in April),2011,All ages,Both sexes,Thousand,4575
Population Estimates (Persons in April),2011,All ages,Male,Thousand,2271
Population Estimates (Persons in April),2011,All ages,Female,Thousand,2304
Population Estimates (Persons in April),2012,Under 1 year,Both sexes,Thousand,73
Population Estimates (Persons in April),2012,Under 1 year,Male,Thousand,37
Population Estimates (Persons in April),2012,Under 1 year,Female,Thousand,35
Population Estimates (Persons in April),2012,0 - 4 years,Both sexes,Thousand,358
Population Estimates (Persons in April),2012,0 - 4 years,Male,Thousand,183
Population Estimates (Persons in April),2012,0 - 4 years,Female,Thousand,175
Population Estimates (Persons in April),2012,0 - 14 years,Both sexes,Thousand,988
Population Estimates (Persons in April),2012,0 - 14 years,Male,Thousand,505
Population Estimates (Persons in April),2012,0 - 14 years,Female,Thousand,483
Population Estimates (Persons in April),2012,1 - 4 years,Both sexes,Thousand,286
Population Estimates (Persons in April),2012,1 - 4 years,Male,Thousand,146
Population Estimates (Persons in April),2012,1 - 4 years,Female,Thousand,281
Population Estimates (Persons in April),2012,5 - 9 years,Both sexes,Thousand,325
Population Estimates (Persons in April),2012,5 - 9 years,Male,Thousand,166
Population Estimates (Persons in April),2012,5 - 9 years,Female,Thousand,159
Population Estimates (Persons in April),2012,10 - 14 years,Both sexes,Thousand,305
Population Estimates (Persons in April),2012,10 - 14 years,Male,Thousand,156
Population Estimates (Persons in April),2012,10 - 14 years,Female,Thousand,148
Population Estimates (Persons in April),2012,15 - 19 years,Both sexes,Thousand,282
Population Estimates (Persons in April),2012,15 - 19 years,Male,Thousand,144
Population Estimates (Persons in April),2012,15 - 19 years,Female,Thousand,137
Population Estimates (Persons in April),2012,15 - 24 years,Both sexes,Thousand,567
Population Estimates (Persons in April),2012,15 - 24 years,Male,Thousand,286
Population Estimates (Persons in April),2012,15 - 24 years,Female,Thousand,281
Population Estimates (Persons in April),2012,15 years and over,Both sexes,Thousand,3606
Population Estimates (Persons in April),2012,15 years and over,Male,Thousand,1770
Population Estimates (Persons in April),2012,15 years and over,Female,Thousand,1836
Population Estimates (Persons in April),2012,20 - 24 years,Both sexes,Thousand,285
Population Estimates (Persons in April),2012,20 - 24 years,Male,Thousand,142
Population Estimates (Persons in April),2012,20 - 24 years,Female,Thousand,144
Population Estimates (Persons in April),2012,25 - 29 years,Both sexes,Thousand,342
Population Estimates (Persons in April),2012,25 - 29 years,Male,Thousand,163
Population Estimates (Persons in April),2012,25 - 29 years,Female,Thousand,178
Population Estimates (Persons in April),2012,25 - 44 years,Both sexes,Thousand,1435
Population Estimates (Persons in April),2012,25 - 44 years,Male,Thousand,707
Population Estimates (Persons in April),2012,25 - 44 years,Female,Thousand,728
Population Estimates (Persons in April),2012,30 - 34 years,Both sexes,Thousand,394
Population Estimates (Persons in April),2012,30 - 34 years,Male,Thousand,193
Population Estimates (Persons in April),2012,30 - 34 years,Female,Thousand,201
Population Estimates (Persons in April),2012,35 - 39 years,Both sexes,Thousand,365
Population Estimates (Persons in April),2012,35 - 39 years,Male,Thousand,182
Population Estimates (Persons in April),2012,35 - 39 years,Female,Thousand,183
Population Estimates (Persons in April),2012,40 - 44 years,Both sexes,Thousand,335
Population Estimates (Persons in April),2012,40 - 44 years,Male,Thousand,168
Population Estimates (Persons in April),2012,40 - 44 years,Female,Thousand,167
Population Estimates (Persons in April),2012,45 - 49 years,Both sexes,Thousand,308
Population Estimates (Persons in April),2012,45 - 49 years,Male,Thousand,153
Population Estimates (Persons in April),2012,45 - 49 years,Female,Thousand,155
Population Estimates (Persons in April),2012,45 - 64 years,Both sexes,Thousand,1054
Population Estimates (Persons in April),2012,45 - 64 years,Male,Thousand,525
Population Estimates (Persons in April),2012,45 - 64 years,Female,Thousand,529
Population Estimates (Persons in April),2012,50 - 54 years,Both sexes,Thousand,278
Population Estimates (Persons in April),2012,50 - 54 years,Male,Thousand,138
Population Estimates (Persons in April),2012,50 - 54 years,Female,Thousand,140
Population Estimates (Persons in April),2012,55 - 59 years,Both sexes,Thousand,248
Population Estimates (Persons in April),2012,55 - 59 years,Male,Thousand,124
Population Estimates (Persons in April),2012,55 - 59 years,Female,Thousand,124
Population Estimates (Persons in April),2012,60 - 64 years,Both sexes,Thousand,220
Population Estimates (Persons in April),2012,60 - 64 years,Male,Thousand,110
Population Estimates (Persons in April),2012,60 - 64 years,Female,Thousand,110
Population Estimates (Persons in April),2012,65 - 69 years,Both sexes,Thousand,182
Population Estimates (Persons in April),2012,65 - 69 years,Male,Thousand,91
Population Estimates (Persons in April),2012,65 - 69 years,Female,Thousand,91
Population Estimates (Persons in April),2012,65 years and over,Both sexes,Thousand,550
Population Estimates (Persons in April),2012,65 years and over,Male,Thousand,252
Population Estimates (Persons in April),2012,65 years and over,Female,Thousand,298
Population Estimates (Persons in April),2012,70 - 74 years,Both sexes,Thousand,133
Population Estimates (Persons in April),2012,70 - 74 years,Male,Thousand,65
Population Estimates (Persons in April),2012,70 - 74 years,Female,Thousand,69
Population Estimates (Persons in April),2012,75 - 79 years,Both sexes,Thousand,104
Population Estimates (Persons in April),2012,75 - 79 years,Male,Thousand,48
Population Estimates (Persons in April),2012,75 - 79 years,Female,Thousand,56
Population Estimates (Persons in April),2012,80 - 84 years,Both sexes,Thousand,72
Population Estimates (Persons in April),2012,80 - 84 years,Male,Thousand,30
Population Estimates (Persons in April),2012,80 - 84 years,Female,Thousand,42
Population Estimates (Persons in April),2012,85 years and over,Both sexes,Thousand,60
Population Estimates (Persons in April),2012,85 years and over,Male,Thousand,19
Population Estimates (Persons in April),2012,85 years and over,Female,Thousand,41
Population Estimates (Persons in April),2012,All ages,Both sexes,Thousand,4594
Population Estimates (Persons in April),2012,All ages,Male,Thousand,2275
Population Estimates (Persons in April),2012,All ages,Female,Thousand,2319
Population Estimates (Persons in April),2013,Under 1 year,Both sexes,Thousand,69
Population Estimates (Persons in April),2013,Under 1 year,Male,Thousand,35
Population Estimates (Persons in April),2013,Under 1 year,Female,Thousand,34
Population Estimates (Persons in April),2013,0 - 4 years,Both sexes,Thousand,353
Population Estimates (Persons in April),2013,0 - 4 years,Male,Thousand,180
Population Estimates (Persons in April),2013,0 - 4 years,Female,Thousand,173
Population Estimates (Persons in April),2013,0 - 14 years,Both sexes,Thousand,994
Population Estimates (Persons in April),2013,0 - 14 years,Male,Thousand,508
Population Estimates (Persons in April),2013,0 - 14 years,Female,Thousand,486
Population Estimates (Persons in April),2013,1 - 4 years,Both sexes,Thousand,284
Population Estimates (Persons in April),2013,1 - 4 years,Male,Thousand,145
Population Estimates (Persons in April),2013,1 - 4 years,Female,Thousand,277
Population Estimates (Persons in April),2013,5 - 9 years,Both sexes,Thousand,333
Population Estimates (Persons in April),2013,5 - 9 years,Male,Thousand,171
Population Estimates (Persons in April),2013,5 - 9 years,Female,Thousand,162
Population Estimates (Persons in April),2013,10 - 14 years,Both sexes,Thousand,308
Population Estimates (Persons in April),2013,10 - 14 years,Male,Thousand,157
Population Estimates (Persons in April),2013,10 - 14 years,Female,Thousand,151
Population Estimates (Persons in April),2013,15 - 19 years,Both sexes,Thousand,284
Population Estimates (Persons in April),2013,15 - 19 years,Male,Thousand,146
Population Estimates (Persons in April),2013,15 - 19 years,Female,Thousand,139
Population Estimates (Persons in April),2013,15 - 24 years,Both sexes,Thousand,563
Population Estimates (Persons in April),2013,15 - 24 years,Male,Thousand,286
Population Estimates (Persons in April),2013,15 - 24 years,Female,Thousand,277
Population Estimates (Persons in April),2013,15 years and over,Both sexes,Thousand,3621
Population Estimates (Persons in April),2013,15 years and over,Male,Thousand,1778
Population Estimates (Persons in April),2013,15 years and over,Female,Thousand,1842
Population Estimates (Persons in April),2013,20 - 24 years,Both sexes,Thousand,279
Population Estimates (Persons in April),2013,20 - 24 years,Male,Thousand,140
Population Estimates (Persons in April),2013,20 - 24 years,Female,Thousand,139
Population Estimates (Persons in April),2013,25 - 29 years,Both sexes,Thousand,322
Population Estimates (Persons in April),2013,25 - 29 years,Male,Thousand,155
Population Estimates (Persons in April),2013,25 - 29 years,Female,Thousand,167
Population Estimates (Persons in April),2013,25 - 44 years,Both sexes,Thousand,1421
Population Estimates (Persons in April),2013,25 - 44 years,Male,Thousand,699
Population Estimates (Persons in April),2013,25 - 44 years,Female,Thousand,722
Population Estimates (Persons in April),2013,30 - 34 years,Both sexes,Thousand,391
Population Estimates (Persons in April),2013,30 - 34 years,Male,Thousand,191
Population Estimates (Persons in April),2013,30 - 34 years,Female,Thousand,201
Population Estimates (Persons in April),2013,35 - 39 years,Both sexes,Thousand,367
Population Estimates (Persons in April),2013,35 - 39 years,Male,Thousand,183
Population Estimates (Persons in April),2013,35 - 39 years,Female,Thousand,184
Population Estimates (Persons in April),2013,40 - 44 years,Both sexes,Thousand,341
Population Estimates (Persons in April),2013,40 - 44 years,Male,Thousand,171
Population Estimates (Persons in April),2013,40 - 44 years,Female,Thousand,170
Population Estimates (Persons in April),2013,45 - 49 years,Both sexes,Thousand,310
Population Estimates (Persons in April),2013,45 - 49 years,Male,Thousand,154
